scenario_id,scenario,case,fy_revenue_impact,expense_or_provision_impact,pti_impact,resulting_pti,management_recommendation,classification,month,monthly_pti_impact
S01,Consumer Spend Slowdown & Mix Shift,Base,-1350.0,-520.0,-830.0,7064.1,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-11-01,-69.16666666666667
S01,Consumer Spend Slowdown & Mix Shift,Base,-1350.0,-520.0,-830.0,7064.1,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-12-01,-69.16666666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-01-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-02-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-03-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-04-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-05-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-06-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-07-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-08-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-09-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-10-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-11-01,-100.29166666666667
S01,Consumer Spend Slowdown & Mix Shift,High / Stress,-1957.5,-754.0,-1203.5,6690.6,Slow acquisition if spend per account weakens for two quarters.,MODEL_OUTPUT,2026-12-01,-100.29166666666667
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-01-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-02-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-03-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-04-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-05-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-06-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-07-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-08-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-09-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-10-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-11-01,-4.583333333333333
S02,Customer Acquisition Investment,Low,231.0,286.0,-55.0,7839.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-12-01,-4.583333333333333
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-01-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-02-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-03-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-04-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-05-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-06-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-07-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-08-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-09-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-10-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-11-01,-8.333333333333334
S02,Customer Acquisition Investment,Base,420.0,520.0,-100.0,7794.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-12-01,-8.333333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-01-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-02-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-03-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-04-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-05-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-06-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-07-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-08-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-09-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-10-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-11-01,-12.083333333333334
S02,Customer Acquisition Investment,High / Stress,609.0,754.0,-145.0,7749.1,Fund only channels with contribution per marketing dollar above 1.4x.,MODEL_OUTPUT,2026-12-01,-12.083333333333334
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-01-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-02-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-03-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-04-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-05-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-06-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-07-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-08-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-09-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-10-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-11-01,-29.791666666666668
S03,Credit Deterioration,Low,0.0,357.5,-357.5,7536.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-12-01,-29.791666666666668
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-01-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-02-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-03-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-04-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-05-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-06-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-07-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-08-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-09-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-10-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-11-01,-54.166666666666664
S03,Credit Deterioration,Base,0.0,650.0,-650.0,7244.1,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-12-01,-54.166666666666664
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-01-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-02-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-03-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-04-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-05-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-06-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-07-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-08-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-09-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-10-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-11-01,-78.54166666666667
S03,Credit Deterioration,High / Stress,0.0,942.5,-942.5,6951.6,Tighten marginal lending where provision-adjusted contribution falls below hurdle.,MODEL_OUTPUT,2026-12-01,-78.54166666666667
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-01-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-02-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-03-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-04-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-05-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-06-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-07-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-08-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-09-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-10-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-11-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Low,99.0,297.0,-198.0,7696.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-12-01,-16.5
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-01-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-02-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-03-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-04-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-05-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-06-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-07-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-08-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-09-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-10-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-11-01,-30.0
S04,Rewards & Card Member Benefit Inflation,Base,180.0,540.0,-360.0,7534.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-12-01,-30.0
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-01-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-02-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-03-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-04-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-05-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-06-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-07-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-08-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-09-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-10-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-11-01,-43.5
S04,Rewards & Card Member Benefit Inflation,High / Stress,261.0,783.0,-522.0,7372.1,Require measurable engagement lift before expanding benefits.,MODEL_OUTPUT,2026-12-01,-43.5
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-01-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-02-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-03-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-04-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-05-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-06-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-07-01,15.125
S05,Headcount & OpEx Productivity,Low,-49.5,-231.0,181.5,8075.6,Protect service capacity while pausing lower-priority hiring and reducing vendors.,MODEL_OUTPUT,2026-08-01,15.125
