month,cost_center,job_family,beginning_headcount,hires,attrition,ending_headcount,average_headcount,loaded_cost_per_employee,personnel_expense,classification
2025-02-01,"Servicing, Operations & Business Support",VP+,87.16799999999999,0.768,0.6144,87.3216,87.2448,430000,3.126272,SYNTHETIC_ASSUMPTION
2025-03-01,Consumer Card Products & Portfolio,Analyst / Associate,502.0992,4.692,3.6432,503.148,502.62359999999995,145000,6.0733685,SYNTHETIC_ASSUMPTION
2025-03-01,Consumer Card Products & Portfolio,Manager / Senior Manager,338.3712,3.162,2.4552,339.078,338.72459999999995,205000,5.786545249999999,SYNTHETIC_ASSUMPTION
2025-03-01,Consumer Card Products & Portfolio,Director,185.5584,1.734,1.3464,185.946,185.7522,285000,4.41161475,SYNTHETIC_ASSUMPTION
2025-03-01,Consumer Card Products & Portfolio,VP+,65.49119999999999,0.612,0.47519999999999996,65.628,65.55959999999999,430000,2.3492189999999997,SYNTHETIC_ASSUMPTION
2025-03-01,Lending & U.S. Consumer Banking,Analyst / Associate,502.0992,4.692,3.6432,503.148,502.62359999999995,145000,6.0733685,SYNTHETIC_ASSUMPTION
2025-03-01,Lending & U.S. Consumer Banking,Manager / Senior Manager,338.3712,3.162,2.4552,339.078,338.72459999999995,205000,5.786545249999999,SYNTHETIC_ASSUMPTION
2025-03-01,Lending & U.S. Consumer Banking,Director,185.5584,1.734,1.3464,185.946,185.7522,285000,4.41161475,SYNTHETIC_ASSUMPTION
2025-03-01,Lending & U.S. Consumer Banking,VP+,65.49119999999999,0.612,0.47519999999999996,65.628,65.55959999999999,430000,2.3492189999999997,SYNTHETIC_ASSUMPTION
2025-03-01,Membership Rewards & Card Member Benefits,Analyst / Associate,502.0992,4.692,3.6432,503.148,502.62359999999995,145000,6.0733685,SYNTHETIC_ASSUMPTION
2025-03-01,Membership Rewards & Card Member Benefits,Manager / Senior Manager,338.3712,3.162,2.4552,339.078,338.72459999999995,205000,5.786545249999999,SYNTHETIC_ASSUMPTION
2025-03-01,Membership Rewards & Card Member Benefits,Director,185.5584,1.734,1.3464,185.946,185.7522,285000,4.41161475,SYNTHETIC_ASSUMPTION
2025-03-01,Membership Rewards & Card Member Benefits,VP+,65.49119999999999,0.612,0.47519999999999996,65.628,65.55959999999999,430000,2.3492189999999997,SYNTHETIC_ASSUMPTION
2025-03-01,"Travel, Lifestyle, Dining & Lounges",Analyst / Associate,334.73280000000005,3.128,2.4288000000000003,335.432,335.08240000000006,145000,4.048912333333334,SYNTHETIC_ASSUMPTION
2025-03-01,"Travel, Lifestyle, Dining & Lounges",Manager / Senior Manager,225.5808,2.108,1.6368,226.05200000000002,225.81640000000002,205000,3.8576968333333337,SYNTHETIC_ASSUMPTION
2025-03-01,"Travel, Lifestyle, Dining & Lounges",Director,123.70560000000002,1.1560000000000001,0.8976000000000001,123.96400000000001,123.83480000000002,285000,2.9410765000000003,SYNTHETIC_ASSUMPTION
2025-03-01,"Travel, Lifestyle, Dining & Lounges",VP+,43.6608,0.408,0.3168,43.752,43.7064,430000,1.566146,SYNTHETIC_ASSUMPTION
2025-03-01,Cobrand Partnerships & Business Development,Analyst / Associate,418.41600000000005,3.91,3.0360000000000005,419.29,418.85300000000007,145000,5.061140416666667,SYNTHETIC_ASSUMPTION
2025-03-01,Cobrand Partnerships & Business Development,Manager / Senior Manager,281.976,2.635,2.0460000000000003,282.565,282.2705,205000,4.822121041666667,SYNTHETIC_ASSUMPTION
2025-03-01,Cobrand Partnerships & Business Development,Director,154.632,1.445,1.122,154.955,154.79350000000002,285000,3.6763456250000006,SYNTHETIC_ASSUMPTION
2025-03-01,Cobrand Partnerships & Business Development,VP+,54.576,0.51,0.396,54.69,54.633,430000,1.9576825,SYNTHETIC_ASSUMPTION
2025-03-01,U.S. Consumer Marketing & Acquisition,Analyst / Associate,502.0992,4.692,3.6432,503.148,502.62359999999995,145000,6.0733685,SYNTHETIC_ASSUMPTION
2025-03-01,U.S. Consumer Marketing & Acquisition,Manager / Senior Manager,338.3712,3.162,2.4552,339.078,338.72459999999995,205000,5.786545249999999,SYNTHETIC_ASSUMPTION
2025-03-01,U.S. Consumer Marketing & Acquisition,Director,185.5584,1.734,1.3464,185.946,185.7522,285000,4.41161475,SYNTHETIC_ASSUMPTION
2025-03-01,U.S. Consumer Marketing & Acquisition,VP+,65.49119999999999,0.612,0.47519999999999996,65.628,65.55959999999999,430000,2.3492189999999997,SYNTHETIC_ASSUMPTION
2025-03-01,"Product, Data & Technology",Analyst / Associate,753.1488,7.038,5.464799999999999,754.7220000000001,753.9354000000001,145000,9.110052750000001,SYNTHETIC_ASSUMPTION
2025-03-01,"Product, Data & Technology",Manager / Senior Manager,507.5568,4.742999999999999,3.6828,508.617,508.0869,205000,8.679817875,SYNTHETIC_ASSUMPTION
2025-03-01,"Product, Data & Technology",Director,278.3376,2.601,2.0196,278.91900000000004,278.6283,285000,6.617422125,SYNTHETIC_ASSUMPTION
2025-03-01,"Product, Data & Technology",VP+,98.23679999999999,0.9179999999999999,0.7127999999999999,98.442,98.3394,430000,3.5238285,SYNTHETIC_ASSUMPTION
2025-03-01,"Servicing, Operations & Business Support",Analyst / Associate,669.4656000000001,6.256,4.857600000000001,670.864,670.1648000000001,145000,8.097824666666668,SYNTHETIC_ASSUMPTION
2025-03-01,"Servicing, Operations & Business Support",Manager / Senior Manager,451.1616,4.216,3.2736,452.10400000000004,451.63280000000003,205000,7.715393666666667,SYNTHETIC_ASSUMPTION
2025-03-01,"Servicing, Operations & Business Support",Director,247.41120000000004,2.3120000000000003,1.7952000000000001,247.92800000000003,247.66960000000003,285000,5.882153000000001,SYNTHETIC_ASSUMPTION
2025-03-01,"Servicing, Operations & Business Support",VP+,87.3216,0.816,0.6336,87.504,87.4128,430000,3.132292,SYNTHETIC_ASSUMPTION
2025-04-01,Consumer Card Products & Portfolio,Analyst / Associate,503.148,4.968,3.7536,504.36240000000004,503.75519999999995,145000,6.087041999999999,SYNTHETIC_ASSUMPTION
2025-04-01,Consumer Card Products & Portfolio,Manager / Senior Manager,339.078,3.348,2.5296,339.8964,339.4872,205000,5.799573,SYNTHETIC_ASSUMPTION
2025-04-01,Consumer Card Products & Portfolio,Director,185.946,1.8359999999999999,1.3872000000000002,186.39480000000003,186.1704,285000,4.421547,SYNTHETIC_ASSUMPTION
2025-04-01,Consumer Card Products & Portfolio,VP+,65.628,0.6479999999999999,0.4896,65.7864,65.70719999999999,430000,2.3545079999999996,SYNTHETIC_ASSUMPTION
2025-04-01,Lending & U.S. Consumer Banking,Analyst / Associate,503.148,4.968,3.7536,504.36240000000004,503.75519999999995,145000,6.087041999999999,SYNTHETIC_ASSUMPTION
2025-04-01,Lending & U.S. Consumer Banking,Manager / Senior Manager,339.078,3.348,2.5296,339.8964,339.4872,205000,5.799573,SYNTHETIC_ASSUMPTION
2025-04-01,Lending & U.S. Consumer Banking,Director,185.946,1.8359999999999999,1.3872000000000002,186.39480000000003,186.1704,285000,4.421547,SYNTHETIC_ASSUMPTION
2025-04-01,Lending & U.S. Consumer Banking,VP+,65.628,0.6479999999999999,0.4896,65.7864,65.70719999999999,430000,2.3545079999999996,SYNTHETIC_ASSUMPTION
2025-04-01,Membership Rewards & Card Member Benefits,Analyst / Associate,503.148,4.968,3.7536,504.36240000000004,503.75519999999995,145000,6.087041999999999,SYNTHETIC_ASSUMPTION
2025-04-01,Membership Rewards & Card Member Benefits,Manager / Senior Manager,339.078,3.348,2.5296,339.8964,339.4872,205000,5.799573,SYNTHETIC_ASSUMPTION
2025-04-01,Membership Rewards & Card Member Benefits,Director,185.946,1.8359999999999999,1.3872000000000002,186.39480000000003,186.1704,285000,4.421547,SYNTHETIC_ASSUMPTION
2025-04-01,Membership Rewards & Card Member Benefits,VP+,65.628,0.6479999999999999,0.4896,65.7864,65.70719999999999,430000,2.3545079999999996,SYNTHETIC_ASSUMPTION
2025-04-01,"Travel, Lifestyle, Dining & Lounges",Analyst / Associate,335.432,3.3120000000000003,2.5024,336.2416,335.83680000000004,145000,4.058028,SYNTHETIC_ASSUMPTION
2025-04-01,"Travel, Lifestyle, Dining & Lounges",Manager / Senior Manager,226.05200000000002,2.232,1.6864000000000001,226.5976,226.3248,205000,3.866382,SYNTHETIC_ASSUMPTION
2025-04-01,"Travel, Lifestyle, Dining & Lounges",Director,123.96400000000001,1.2240000000000002,0.9248000000000002,124.26320000000001,124.11360000000002,285000,2.9476980000000004,SYNTHETIC_ASSUMPTION
2025-04-01,"Travel, Lifestyle, Dining & Lounges",VP+,43.752,0.432,0.3264,43.8576,43.8048,430000,1.569672,SYNTHETIC_ASSUMPTION
2025-04-01,Cobrand Partnerships & Business Development,Analyst / Associate,419.29,4.140000000000001,3.1280000000000006,420.302,419.79600000000005,145000,5.072535000000001,SYNTHETIC_ASSUMPTION
2025-04-01,Cobrand Partnerships & Business Development,Manager / Senior Manager,282.565,2.79,2.108,283.247,282.906,205000,4.8329775,SYNTHETIC_ASSUMPTION
2025-04-01,Cobrand Partnerships & Business Development,Director,154.955,1.53,1.1560000000000001,155.329,155.14200000000002,285000,3.6846225000000006,SYNTHETIC_ASSUMPTION
2025-04-01,Cobrand Partnerships & Business Development,VP+,54.69,0.54,0.40800000000000003,54.822,54.756,430000,1.96209,SYNTHETIC_ASSUMPTION
2025-04-01,U.S. Consumer Marketing & Acquisition,Analyst / Associate,503.148,4.968,3.7536,504.36240000000004,503.75519999999995,145000,6.087041999999999,SYNTHETIC_ASSUMPTION
2025-04-01,U.S. Consumer Marketing & Acquisition,Manager / Senior Manager,339.078,3.348,2.5296,339.8964,339.4872,205000,5.799573,SYNTHETIC_ASSUMPTION
2025-04-01,U.S. Consumer Marketing & Acquisition,Director,185.946,1.8359999999999999,1.3872000000000002,186.39480000000003,186.1704,285000,4.421547,SYNTHETIC_ASSUMPTION
2025-04-01,U.S. Consumer Marketing & Acquisition,VP+,65.628,0.6479999999999999,0.4896,65.7864,65.70719999999999,430000,2.3545079999999996,SYNTHETIC_ASSUMPTION
2025-04-01,"Product, Data & Technology",Analyst / Associate,754.7220000000001,7.452,5.630400000000001,756.5436,755.6328,145000,9.130563,SYNTHETIC_ASSUMPTION
2025-04-01,"Product, Data & Technology",Manager / Senior Manager,508.617,5.021999999999999,3.7944,509.84459999999996,509.23079999999993,205000,8.699359499999998,SYNTHETIC_ASSUMPTION
2025-04-01,"Product, Data & Technology",Director,278.91900000000004,2.754,2.0808,279.5922,279.2556,285000,6.6323205,SYNTHETIC_ASSUMPTION
2025-04-01,"Product, Data & Technology",VP+,98.442,0.972,0.7343999999999999,98.6796,98.56079999999999,430000,3.5317619999999996,SYNTHETIC_ASSUMPTION
2025-04-01,"Servicing, Operations & Business Support",Analyst / Associate,670.864,6.6240000000000006,5.0048,672.4832,671.6736000000001,145000,8.116056,SYNTHETIC_ASSUMPTION
2025-04-01,"Servicing, Operations & Business Support",Manager / Senior Manager,452.10400000000004,4.464,3.3728000000000002,453.1952,452.6496,205000,7.732764,SYNTHETIC_ASSUMPTION
2025-04-01,"Servicing, Operations & Business Support",Director,247.92800000000003,2.4480000000000004,1.8496000000000004,248.52640000000002,248.22720000000004,285000,5.895396000000001,SYNTHETIC_ASSUMPTION
2025-04-01,"Servicing, Operations & Business Support",VP+,87.504,0.864,0.6528,87.7152,87.6096,430000,3.139344,SYNTHETIC_ASSUMPTION
2025-05-01,Consumer Card Products & Portfolio,Analyst / Associate,504.36240000000004,4.692,3.8640000000000003,505.1904,504.77639999999997,145000,6.0993815,SYNTHETIC_ASSUMPTION
2025-05-01,Consumer Card Products & Portfolio,Manager / Senior Manager,339.8964,3.162,2.604,340.4544,340.17539999999997,205000,5.81132975,SYNTHETIC_ASSUMPTION
2025-05-01,Consumer Card Products & Portfolio,Director,186.39480000000003,1.734,1.4280000000000002,186.70080000000002,186.5478,285000,4.43051025,SYNTHETIC_ASSUMPTION
2025-05-01,Consumer Card Products & Portfolio,VP+,65.7864,0.612,0.504,65.8944,65.84039999999999,430000,2.3592809999999997,SYNTHETIC_ASSUMPTION
2025-05-01,Lending & U.S. Consumer Banking,Analyst / Associate,504.36240000000004,4.692,3.8640000000000003,505.1904,504.77639999999997,145000,6.0993815,SYNTHETIC_ASSUMPTION
2025-05-01,Lending & U.S. Consumer Banking,Manager / Senior Manager,339.8964,3.162,2.604,340.4544,340.17539999999997,205000,5.81132975,SYNTHETIC_ASSUMPTION
2025-05-01,Lending & U.S. Consumer Banking,Director,186.39480000000003,1.734,1.4280000000000002,186.70080000000002,186.5478,285000,4.43051025,SYNTHETIC_ASSUMPTION
2025-05-01,Lending & U.S. Consumer Banking,VP+,65.7864,0.612,0.504,65.8944,65.84039999999999,430000,2.3592809999999997,SYNTHETIC_ASSUMPTION
2025-05-01,Membership Rewards & Card Member Benefits,Analyst / Associate,504.36240000000004,4.692,3.8640000000000003,505.1904,504.77639999999997,145000,6.0993815,SYNTHETIC_ASSUMPTION
2025-05-01,Membership Rewards & Card Member Benefits,Manager / Senior Manager,339.8964,3.162,2.604,340.4544,340.17539999999997,205000,5.81132975,SYNTHETIC_ASSUMPTION
2025-05-01,Membership Rewards & Card Member Benefits,Director,186.39480000000003,1.734,1.4280000000000002,186.70080000000002,186.5478,285000,4.43051025,SYNTHETIC_ASSUMPTION
2025-05-01,Membership Rewards & Card Member Benefits,VP+,65.7864,0.612,0.504,65.8944,65.84039999999999,430000,2.3592809999999997,SYNTHETIC_ASSUMPTION
2025-05-01,"Travel, Lifestyle, Dining & Lounges",Analyst / Associate,336.2416,3.128,2.5760000000000005,336.7936,336.5176,145000,4.066254333333333,SYNTHETIC_ASSUMPTION
2025-05-01,"Travel, Lifestyle, Dining & Lounges",Manager / Senior Manager,226.5976,2.108,1.7360000000000002,226.96959999999999,226.7836,205000,3.8742198333333335,SYNTHETIC_ASSUMPTION
2025-05-01,"Travel, Lifestyle, Dining & Lounges",Director,124.26320000000001,1.1560000000000001,0.9520000000000002,124.4672,124.36520000000002,285000,2.9536735000000003,SYNTHETIC_ASSUMPTION
2025-05-01,"Travel, Lifestyle, Dining & Lounges",VP+,43.8576,0.408,0.336,43.92959999999999,43.8936,430000,1.572854,SYNTHETIC_ASSUMPTION
2025-05-01,Cobrand Partnerships & Business Development,Analyst / Associate,420.302,3.91,3.22,420.992,420.64700000000005,145000,5.082817916666667,SYNTHETIC_ASSUMPTION
2025-05-01,Cobrand Partnerships & Business Development,Manager / Senior Manager,283.247,2.635,2.17,283.712,283.47950000000003,205000,4.842774791666667,SYNTHETIC_ASSUMPTION
2025-05-01,Cobrand Partnerships & Business Development,Director,155.329,1.445,1.1900000000000002,155.58400000000003,155.4565,285000,3.692091875,SYNTHETIC_ASSUMPTION
2025-05-01,Cobrand Partnerships & Business Development,VP+,54.822,0.51,0.42,54.912,54.867,430000,1.9660675,SYNTHETIC_ASSUMPTION
2025-05-01,U.S. Consumer Marketing & Acquisition,Analyst / Associate,504.36240000000004,4.692,3.8640000000000003,505.1904,504.77639999999997,145000,6.0993815,SYNTHETIC_ASSUMPTION
2025-05-01,U.S. Consumer Marketing & Acquisition,Manager / Senior Manager,339.8964,3.162,2.604,340.4544,340.17539999999997,205000,5.81132975,SYNTHETIC_ASSUMPTION
2025-05-01,U.S. Consumer Marketing & Acquisition,Director,186.39480000000003,1.734,1.4280000000000002,186.70080000000002,186.5478,285000,4.43051025,SYNTHETIC_ASSUMPTION
2025-05-01,U.S. Consumer Marketing & Acquisition,VP+,65.7864,0.612,0.504,65.8944,65.84039999999999,430000,2.3592809999999997,SYNTHETIC_ASSUMPTION
2025-05-01,"Product, Data & Technology",Analyst / Associate,756.5436,7.038,5.796,757.7855999999999,757.1646000000001,145000,9.149072250000001,SYNTHETIC_ASSUMPTION
2025-05-01,"Product, Data & Technology",Manager / Senior Manager,509.84459999999996,4.742999999999999,3.9059999999999997,510.68159999999995,510.2631,205000,8.716994625,SYNTHETIC_ASSUMPTION
2025-05-01,"Product, Data & Technology",Director,279.5922,2.601,2.142,280.0512,279.8217,285000,6.645765375,SYNTHETIC_ASSUMPTION
2025-05-01,"Product, Data & Technology",VP+,98.6796,0.9179999999999999,0.756,98.84159999999999,98.7606,430000,3.5389215,SYNTHETIC_ASSUMPTION
2025-05-01,"Servicing, Operations & Business Support",Analyst / Associate,672.4832,6.256,5.152000000000001,673.5872,673.0352,145000,8.132508666666666,SYNTHETIC_ASSUMPTION
2025-05-01,"Servicing, Operations & Business Support",Manager / Senior Manager,453.1952,4.216,3.4720000000000004,453.93919999999997,453.5672,205000,7.748439666666667,SYNTHETIC_ASSUMPTION
2025-05-01,"Servicing, Operations & Business Support",Director,248.52640000000002,2.3120000000000003,1.9040000000000004,248.9344,248.73040000000003,285000,5.907347000000001,SYNTHETIC_ASSUMPTION
2025-05-01,"Servicing, Operations & Business Support",VP+,87.7152,0.816,0.672,87.85919999999999,87.7872,430000,3.145708,SYNTHETIC_ASSUMPTION
