month,cost_center,personnel_expense,salaries_other,published_bucket_allocation,non_personnel_opex,vendor_spend,technology_expense,occupancy_shared,other_opex,classification
2025-03-01,"Servicing, Operations & Business Support",24.827663333333337,458.43,73.3488,48.52113666666666,18.43803193333333,11.6450728,6.7929591333333335,11.645072800000001,SYNTHETIC_ALLOCATED
2025-03-01,"Travel, Lifestyle, Dining & Lounges",12.413831666666669,458.43,36.6744,24.26056833333333,9.219015966666666,5.8225364,3.3964795666666667,5.822536400000001,SYNTHETIC_ALLOCATED
2025-03-01,U.S. Consumer Marketing & Acquisition,18.6207475,458.43,55.0116,36.3908525,13.828523950000001,8.7338046,5.094719350000001,8.7338046,SYNTHETIC_ALLOCATED
2025-04-01,Cobrand Partnerships & Business Development,15.552225000000002,422.73,42.273,26.720775000000003,10.153894500000002,6.412986000000001,3.7409085000000006,6.412986000000003,SYNTHETIC_ALLOCATED
2025-04-01,Consumer Card Products & Portfolio,18.66267,422.73,50.7276,32.064930000000004,12.184673400000001,7.695583200000001,4.489090200000001,7.695583200000001,SYNTHETIC_ALLOCATED
2025-04-01,Lending & U.S. Consumer Banking,18.66267,422.73,50.7276,32.064930000000004,12.184673400000001,7.695583200000001,4.489090200000001,7.695583200000001,SYNTHETIC_ALLOCATED
2025-04-01,Membership Rewards & Card Member Benefits,18.66267,422.73,50.7276,32.064930000000004,12.184673400000001,7.695583200000001,4.489090200000001,7.695583200000001,SYNTHETIC_ALLOCATED
2025-04-01,"Product, Data & Technology",27.994004999999998,422.73,76.09140000000001,48.097395000000006,18.277010100000002,11.5433748,6.733635300000001,11.543374800000004,SYNTHETIC_ALLOCATED
2025-04-01,"Servicing, Operations & Business Support",24.883560000000003,422.73,67.63680000000001,42.753240000000005,16.2462312,10.2607776,5.985453600000001,10.260777600000003,SYNTHETIC_ALLOCATED
2025-04-01,"Travel, Lifestyle, Dining & Lounges",12.441780000000001,422.73,33.818400000000004,21.376620000000003,8.1231156,5.1303888,2.9927268000000007,5.130388800000001,SYNTHETIC_ALLOCATED
2025-04-01,U.S. Consumer Marketing & Acquisition,18.66267,422.73,50.7276,32.064930000000004,12.184673400000001,7.695583200000001,4.489090200000001,7.695583200000001,SYNTHETIC_ALLOCATED
2025-05-01,Cobrand Partnerships & Business Development,15.583752083333334,422.73,42.273,26.68924791666667,10.141914208333334,6.405419500000001,3.736494708333334,6.405419499999999,SYNTHETIC_ALLOCATED
2025-05-01,Consumer Card Products & Portfolio,18.7005025,422.73,50.7276,32.0270975,12.170297050000002,7.6865034,4.483793650000001,7.686503400000001,SYNTHETIC_ALLOCATED
2025-05-01,Lending & U.S. Consumer Banking,18.7005025,422.73,50.7276,32.0270975,12.170297050000002,7.6865034,4.483793650000001,7.686503400000001,SYNTHETIC_ALLOCATED
2025-05-01,Membership Rewards & Card Member Benefits,18.7005025,422.73,50.7276,32.0270975,12.170297050000002,7.6865034,4.483793650000001,7.686503400000001,SYNTHETIC_ALLOCATED
2025-05-01,"Product, Data & Technology",28.050753750000002,422.73,76.09140000000001,48.04064625000001,18.255445575000003,11.529755100000001,6.725690475000002,11.529755100000001,SYNTHETIC_ALLOCATED
2025-05-01,"Servicing, Operations & Business Support",24.934003333333333,422.73,67.63680000000001,42.70279666666667,16.227062733333334,10.2486712,5.978391533333334,10.248671200000004,SYNTHETIC_ALLOCATED
2025-05-01,"Travel, Lifestyle, Dining & Lounges",12.467001666666667,422.73,33.818400000000004,21.351398333333336,8.113531366666667,5.1243356,2.989195766666667,5.124335600000002,SYNTHETIC_ALLOCATED
2025-05-01,U.S. Consumer Marketing & Acquisition,18.7005025,422.73,50.7276,32.0270975,12.170297050000002,7.6865034,4.483793650000001,7.686503400000001,SYNTHETIC_ALLOCATED
2025-06-01,Cobrand Partnerships & Business Development,15.599089583333335,435.54,43.554,27.954910416666667,10.622865958333334,6.7091785,3.913687458333334,6.709178500000002,SYNTHETIC_ALLOCATED
2025-06-01,Consumer Card Products & Portfolio,18.7189075,435.54,52.2648,33.5458925,12.74743915,8.0510142,4.696424950000001,8.051014200000003,SYNTHETIC_ALLOCATED
2025-06-01,Lending & U.S. Consumer Banking,18.7189075,435.54,52.2648,33.5458925,12.74743915,8.0510142,4.696424950000001,8.051014200000003,SYNTHETIC_ALLOCATED
2025-06-01,Membership Rewards & Card Member Benefits,18.7189075,435.54,52.2648,33.5458925,12.74743915,8.0510142,4.696424950000001,8.051014200000003,SYNTHETIC_ALLOCATED
2025-06-01,"Product, Data & Technology",28.07836125,435.54,78.3972,50.31883875,19.121158725,12.0765213,7.044637425,12.076521299999996,SYNTHETIC_ALLOCATED
2025-06-01,"Servicing, Operations & Business Support",24.958543333333335,435.54,69.6864,44.72785666666667,16.996585533333334,10.7346856,6.261899933333334,10.734685599999997,SYNTHETIC_ALLOCATED
2025-06-01,"Travel, Lifestyle, Dining & Lounges",12.479271666666667,435.54,34.8432,22.363928333333334,8.498292766666667,5.3673428,3.130949966666667,5.3673427999999985,SYNTHETIC_ALLOCATED
2025-06-01,U.S. Consumer Marketing & Acquisition,18.7189075,435.54,52.2648,33.5458925,12.74743915,8.0510142,4.696424950000001,8.051014200000003,SYNTHETIC_ALLOCATED
2025-07-01,Cobrand Partnerships & Business Development,15.60590625,416.0,41.6,25.99409375,9.877755625,6.2385825,3.6391731250000006,6.238582499999998,SYNTHETIC_ALLOCATED
2025-07-01,Consumer Card Products & Portfolio,18.7270875,416.0,49.92,31.192912500000002,11.853306750000002,7.486299,4.367007750000001,7.486299000000001,SYNTHETIC_ALLOCATED
2025-07-01,Lending & U.S. Consumer Banking,18.7270875,416.0,49.92,31.192912500000002,11.853306750000002,7.486299,4.367007750000001,7.486299000000001,SYNTHETIC_ALLOCATED
2025-07-01,Membership Rewards & Card Member Benefits,18.7270875,416.0,49.92,31.192912500000002,11.853306750000002,7.486299,4.367007750000001,7.486299000000001,SYNTHETIC_ALLOCATED
2025-07-01,"Product, Data & Technology",28.090631249999998,416.0,74.88,46.789368749999994,17.779960125,11.229448499999998,6.5505116249999995,11.229448499999997,SYNTHETIC_ALLOCATED
2025-07-01,"Servicing, Operations & Business Support",24.969450000000002,416.0,66.56,41.59055,15.804409,9.981732,5.8226770000000005,9.981732000000001,SYNTHETIC_ALLOCATED
2025-07-01,"Travel, Lifestyle, Dining & Lounges",12.484725000000001,416.0,33.28,20.795275,7.9022045,4.990866,2.9113385000000003,4.9908660000000005,SYNTHETIC_ALLOCATED
2025-07-01,U.S. Consumer Marketing & Acquisition,18.7270875,416.0,49.92,31.192912500000002,11.853306750000002,7.486299,4.367007750000001,7.486299000000001,SYNTHETIC_ALLOCATED
2025-08-01,Cobrand Partnerships & Business Development,15.609314583333333,429.0,42.900000000000006,27.290685416666673,10.370460458333335,6.549764500000001,3.8206959583333346,6.549764499999998,SYNTHETIC_ALLOCATED
2025-08-01,Consumer Card Products & Portfolio,18.731177499999998,429.0,51.48,32.7488225,12.444552550000001,7.8597174,4.584835150000001,7.8597174,SYNTHETIC_ALLOCATED
2025-08-01,Lending & U.S. Consumer Banking,18.731177499999998,429.0,51.48,32.7488225,12.444552550000001,7.8597174,4.584835150000001,7.8597174,SYNTHETIC_ALLOCATED
2025-08-01,Membership Rewards & Card Member Benefits,18.731177499999998,429.0,51.48,32.7488225,12.444552550000001,7.8597174,4.584835150000001,7.8597174,SYNTHETIC_ALLOCATED
2025-08-01,"Product, Data & Technology",28.09676625,429.0,77.22,49.12323375,18.666828825,11.7895761,6.877252725,11.789576099999996,SYNTHETIC_ALLOCATED
2025-08-01,"Servicing, Operations & Business Support",24.974903333333334,429.0,68.64,43.66509666666667,16.592736733333336,10.4796232,6.113113533333334,10.479623199999999,SYNTHETIC_ALLOCATED
2025-08-01,"Travel, Lifestyle, Dining & Lounges",12.487451666666667,429.0,34.32,21.832548333333335,8.296368366666668,5.2398116,3.056556766666667,5.2398115999999995,SYNTHETIC_ALLOCATED
2025-08-01,U.S. Consumer Marketing & Acquisition,18.731177499999998,429.0,51.48,32.7488225,12.444552550000001,7.8597174,4.584835150000001,7.8597174,SYNTHETIC_ALLOCATED
2025-09-01,Cobrand Partnerships & Business Development,15.601645833333334,455.0,45.5,29.898354166666664,11.361374583333333,7.175604999999999,4.185769583333333,7.175604999999998,SYNTHETIC_ALLOCATED
2025-09-01,Consumer Card Products & Portfolio,18.721975,455.0,54.6,35.878025,13.6336495,8.610726,5.022923500000001,8.610726,SYNTHETIC_ALLOCATED
2025-09-01,Lending & U.S. Consumer Banking,18.721975,455.0,54.6,35.878025,13.6336495,8.610726,5.022923500000001,8.610726,SYNTHETIC_ALLOCATED
2025-09-01,Membership Rewards & Card Member Benefits,18.721975,455.0,54.6,35.878025,13.6336495,8.610726,5.022923500000001,8.610726,SYNTHETIC_ALLOCATED
2025-09-01,"Product, Data & Technology",28.082962499999997,455.0,81.89999999999999,53.8170375,20.45047425,12.916089,7.534385250000001,12.916089,SYNTHETIC_ALLOCATED
2025-09-01,"Servicing, Operations & Business Support",24.962633333333336,455.0,72.8,47.83736666666666,18.178199333333332,11.480967999999999,6.697231333333333,11.480967999999999,SYNTHETIC_ALLOCATED
2025-09-01,"Travel, Lifestyle, Dining & Lounges",12.481316666666668,455.0,36.4,23.91868333333333,9.089099666666666,5.7404839999999995,3.3486156666666664,5.7404839999999995,SYNTHETIC_ALLOCATED
2025-09-01,U.S. Consumer Marketing & Acquisition,18.721975,455.0,54.6,35.878025,13.6336495,8.610726,5.022923500000001,8.610726,SYNTHETIC_ALLOCATED
2025-10-01,Cobrand Partnerships & Business Development,15.582047916666667,441.9,44.19,28.60795208333333,10.871021791666665,6.865908499999999,4.0051132916666665,6.865908500000001,SYNTHETIC_ALLOCATED
2025-10-01,Consumer Card Products & Portfolio,18.698457500000004,441.9,53.028,34.329542499999995,13.045226149999998,8.239090199999998,4.80613595,8.2390902,SYNTHETIC_ALLOCATED
2025-10-01,Lending & U.S. Consumer Banking,18.698457500000004,441.9,53.028,34.329542499999995,13.045226149999998,8.239090199999998,4.80613595,8.2390902,SYNTHETIC_ALLOCATED
2025-10-01,Membership Rewards & Card Member Benefits,18.698457500000004,441.9,53.028,34.329542499999995,13.045226149999998,8.239090199999998,4.80613595,8.2390902,SYNTHETIC_ALLOCATED
2025-10-01,"Product, Data & Technology",28.047686249999998,441.9,79.54199999999999,51.49431374999999,19.567839224999997,12.358635299999998,7.209203924999999,12.358635299999994,SYNTHETIC_ALLOCATED
2025-10-01,"Servicing, Operations & Business Support",24.93127666666667,441.9,70.704,45.772723333333325,17.393634866666662,10.985453599999998,6.408181266666666,10.9854536,SYNTHETIC_ALLOCATED
2025-10-01,"Travel, Lifestyle, Dining & Lounges",12.465638333333334,441.9,35.352,22.886361666666662,8.696817433333331,5.492726799999999,3.204090633333333,5.4927268,SYNTHETIC_ALLOCATED
2025-10-01,U.S. Consumer Marketing & Acquisition,18.698457500000004,441.9,53.028,34.329542499999995,13.045226149999998,8.239090199999998,4.80613595,8.2390902,SYNTHETIC_ALLOCATED
2025-11-01,Cobrand Partnerships & Business Development,15.546260416666666,456.63,45.663000000000004,30.116739583333338,11.444361041666669,7.228017500000001,4.216343541666668,7.228017499999999,SYNTHETIC_ALLOCATED
2025-11-01,Consumer Card Products & Portfolio,18.6555125,456.63,54.7956,36.1400875,13.73323325,8.673620999999999,5.059612250000001,8.673621000000002,SYNTHETIC_ALLOCATED
2025-11-01,Lending & U.S. Consumer Banking,18.6555125,456.63,54.7956,36.1400875,13.73323325,8.673620999999999,5.059612250000001,8.673621000000002,SYNTHETIC_ALLOCATED
2025-11-01,Membership Rewards & Card Member Benefits,18.6555125,456.63,54.7956,36.1400875,13.73323325,8.673620999999999,5.059612250000001,8.673621000000002,SYNTHETIC_ALLOCATED
2025-11-01,"Product, Data & Technology",27.98326875,456.63,82.1934,54.210131249999996,20.599849875,13.0104315,7.589418375,13.0104315,SYNTHETIC_ALLOCATED
2025-11-01,"Servicing, Operations & Business Support",24.87401666666667,456.63,73.0608,48.18678333333333,18.310977666666666,11.564827999999999,6.746149666666667,11.564827999999999,SYNTHETIC_ALLOCATED
2025-11-01,"Travel, Lifestyle, Dining & Lounges",12.437008333333335,456.63,36.5304,24.093391666666665,9.155488833333333,5.782413999999999,3.3730748333333334,5.782413999999999,SYNTHETIC_ALLOCATED
2025-11-01,U.S. Consumer Marketing & Acquisition,18.6555125,456.63,54.7956,36.1400875,13.73323325,8.673620999999999,5.059612250000001,8.673621000000002,SYNTHETIC_ALLOCATED
2025-12-01,Cobrand Partnerships & Business Development,15.490022916666666,574.47,57.447,41.956977083333335,15.943651291666667,10.0696745,5.873976791666667,10.0696745,SYNTHETIC_ALLOCATED
2025-12-01,Consumer Card Products & Portfolio,18.588027500000003,574.47,68.9364,50.3483725,19.13238155,12.0836094,7.048772150000001,12.0836094,SYNTHETIC_ALLOCATED
2025-12-01,Lending & U.S. Consumer Banking,18.588027500000003,574.47,68.9364,50.3483725,19.13238155,12.0836094,7.048772150000001,12.0836094,SYNTHETIC_ALLOCATED
2025-12-01,Membership Rewards & Card Member Benefits,18.588027500000003,574.47,68.9364,50.3483725,19.13238155,12.0836094,7.048772150000001,12.0836094,SYNTHETIC_ALLOCATED
2025-12-01,"Product, Data & Technology",27.88204125,574.47,103.4046,75.52255875,28.698572325,18.1254141,10.573158225000002,18.1254141,SYNTHETIC_ALLOCATED
2025-12-01,"Servicing, Operations & Business Support",24.784036666666665,574.47,91.91520000000001,67.13116333333335,25.50984206666667,16.1114792,9.39836286666667,16.111479200000005,SYNTHETIC_ALLOCATED
2025-12-01,"Travel, Lifestyle, Dining & Lounges",12.392018333333333,574.47,45.957600000000006,33.565581666666674,12.754921033333336,8.0557396,4.699181433333335,8.055739600000003,SYNTHETIC_ALLOCATED
2025-12-01,U.S. Consumer Marketing & Acquisition,18.588027500000003,574.47,68.9364,50.3483725,19.13238155,12.0836094,7.048772150000001,12.0836094,SYNTHETIC_ALLOCATED
